customer_id,industry,company_size,country,acquisition_channel,cac,plan_tier,mrr_value,tenure_days,churned,avg_logins,total_logins,last_login_date,active_months,usage_trend_pct,total_invoices,failed_invoices,failure_rate,total_tickets,unresolved_tickets,avg_csat
508,Edtech,Small,India,Outbound Sales,357.78,Pro,238.63,669,1,10.818181818181818,238,2026-07-01,22,-0.7250000000000001,22,1,0.045454545454545456,7.0,0.0,3.2857142857142856
509,Real Estate,Enterprise,United States,Partner,309.06,Basic,62.46,-30,0,8.916666666666666,107,2027-04-01,12,0.5789473684210527,12,0,0.0,2.0,0.0,3.5
510,Edtech,Mid-Market,United States,Partner,416.07,Basic,45.83,243,1,6.125,49,2025-08-01,8,-0.7931034482758621,8,0,0.0,3.0,0.0,2.6666666666666665
511,Hospitality,Small,United States,Organic,62.26,Basic,59.08,334,1,7.2727272727272725,80,2027-04-01,11,-0.6086956521739131,11,0,0.0,2.0,1.0,2.0
512,Hospitality,Small,United States,Organic,40.72,Enterprise,980.72,365,1,28.0,336,2026-03-01,12,-0.5757575757575758,12,2,0.16666666666666666,2.0,0.0,4.0
513,Logistics,Small,Canada,Partner,350.27,Enterprise,929.74,395,0,48.0,576,2026-07-01,12,-0.033112582781457046,12,0,0.0,3.0,1.0,3.5
514,Media,Small,United States,Organic,58.46,Basic,54.06,91,1,2.3333333333333335,7,2025-06-01,3,,3,1,0.3333333333333333,1.0,0.0,2.0
515,Retail,Enterprise,India,Referral,99.15,Pro,199.17,548,0,18.058823529411764,307,2026-07-01,17,-0.06451612903225817,17,1,0.058823529411764705,2.0,1.0,5.0
516,Hospitality,Small,Germany,Outbound Sales,890.74,Basic,55.18,28,1,7.0,7,2026-02-01,1,,1,0,0.0,1.0,0.0,2.0
517,Logistics,Small,United States,Paid Search,375.51,Enterprise,931.39,183,0,13.2,66,2026-07-01,5,0.0,5,0,0.0,2.0,0.0,4.5
518,Hospitality,Small,Germany,Referral,102.07,Basic,57.54,243,1,5.25,42,2026-02-01,8,-0.5882352941176471,8,0,0.0,2.0,0.0,3.0
519,Edtech,Small,India,Paid Search,318.37,Basic,41.8,242,1,3.125,25,2026-06-01,8,-0.8333333333333334,8,2,0.25,2.0,0.0,3.5
520,Hospitality,Enterprise,United States,Paid Search,545.46,Pro,255.23,31,1,1.0,1,2026-01-01,1,,1,0,0.0,1.0,0.0,1.0
521,Fintech,Enterprise,United States,Organic,36.39,Basic,49.18,-31,0,1.8181818181818181,20,2027-02-01,11,0.7500000000000002,11,0,0.0,1.0,0.0,5.0
522,Retail,Mid-Market,United States,Paid Search,432.47,Basic,61.48,304,1,2.0,20,2026-03-01,10,-0.20000000000000007,10,0,0.0,3.0,1.0,3.5
523,Real Estate,Small,United States,Partner,464.07,Enterprise,1150.3,516,1,20.11764705882353,342,2026-04-01,17,-0.6619718309859155,17,1,0.058823529411764705,2.0,0.0,4.0
524,Hospitality,Small,United States,Paid Search,236.87,Basic,48.13,457,1,3.066666666666667,46,2026-01-01,15,0.5999999999999999,15,0,0.0,4.0,1.0,2.3333333333333335
525,Fintech,Small,Germany,Outbound Sales,1000.77,Pro,216.3,516,1,10.823529411764707,184,2026-03-01,17,-0.631578947368421,17,1,0.058823529411764705,3.0,0.0,3.3333333333333335
526,Logistics,Enterprise,United States,Outbound Sales,983.5,Pro,257.47,183,0,5.0,25,2026-07-01,5,-0.062499999999999944,5,0,0.0,0.0,0.0,
527,Media,Mid-Market,Canada,Referral,107.29,Pro,185.77,364,0,14.454545454545455,159,2026-07-01,11,-0.24489795918367338,11,1,0.09090909090909091,3.0,1.0,4.0
528,Edtech,Small,India,Outbound Sales,536.09,Pro,169.44,0,1,8.85,177,2026-10-01,20,-0.12903225806451618,20,1,0.05,3.0,1.0,3.5
529,Legal,Enterprise,Australia,Outbound Sales,906.0,Basic,50.88,334,0,7.2,72,2026-07-01,10,-0.17391304347826095,10,0,0.0,0.0,0.0,
530,Legal,Mid-Market,United States,Paid Search,514.36,Basic,59.26,212,1,1.4285714285714286,10,2026-04-01,7,2.0000000000000004,7,0,0.0,2.0,1.0,1.0
531,Fintech,Mid-Market,India,Referral,126.96,Pro,180.7,214,1,8.714285714285714,61,2025-09-01,7,-0.33333333333333337,7,2,0.2857142857142857,0.0,0.0,
532,Real Estate,Small,United States,Organic,34.96,Basic,47.18,456,0,8.642857142857142,121,2026-07-01,14,-0.2692307692307692,14,0,0.0,1.0,0.0,4.0
533,Manufacturing,Mid-Market,United States,Referral,99.13,Pro,194.61,211,0,22.333333333333332,134,2026-07-01,6,0.3103448275862069,6,0,0.0,2.0,1.0,3.0
534,Real Estate,Small,United States,Paid Search,328.03,Enterprise,980.16,364,0,31.09090909090909,342,2026-07-01,11,0.03191489361702139,11,0,0.0,1.0,0.0,4.0
535,Fintech,Enterprise,United Kingdom,Organic,40.53,Pro,212.76,31,1,3.0,3,2025-05-01,1,,1,0,0.0,0.0,0.0,
536,Media,Small,United States,Partner,182.52,Basic,47.4,122,0,6.333333333333333,19,2026-07-01,3,,3,0,0.0,0.0,0.0,
537,Manufacturing,Small,United Kingdom,Outbound Sales,922.62,Basic,60.15,122,1,5.5,22,2025-07-01,4,-0.3636363636363636,4,1,0.25,1.0,0.0,3.0
538,Media,Small,United States,Referral,137.63,Basic,55.33,61,1,4.5,9,2025-11-01,2,,2,1,0.5,1.0,0.0,5.0
539,Logistics,Small,United States,Organic,30.92,Enterprise,1146.19,395,0,49.25,591,2026-07-01,12,0.013245033112582735,12,0,0.0,1.0,0.0,4.0
540,Real Estate,Small,United States,Partner,302.44,Basic,43.14,668,0,3.0476190476190474,64,2026-07-01,21,1.6666666666666665,21,1,0.047619047619047616,3.0,0.0,4.333333333333333
541,Logistics,Mid-Market,India,Paid Search,511.79,Basic,45.64,211,0,4.5,27,2026-07-01,6,-0.4117647058823529,6,0,0.0,2.0,1.0,3.0
542,Manufacturing,Enterprise,United States,Partner,497.57,Pro,174.69,306,1,13.3,133,2025-12-01,10,-0.76,10,0,0.0,3.0,0.0,2.0
543,Edtech,Small,India,Partner,272.93,Pro,228.84,120,1,11.75,47,2026-04-01,4,-0.2750000000000001,4,1,0.25,1.0,0.0,5.0
544,Retail,Mid-Market,United States,Paid Search,59.46,Basic,58.7,426,0,3.769230769230769,49,2026-07-01,13,-0.25,13,1,0.07692307692307693,3.0,0.0,3.6666666666666665
545,Hospitality,Small,United States,Organic,50.14,Enterprise,1100.14,576,0,33.611111111111114,605,2026-07-01,18,-0.018867924528302018,18,0,0.0,1.0,0.0,3.0
546,Healthcare,Mid-Market,Germany,Paid Search,529.83,Pro,240.25,303,0,18.77777777777778,169,2026-07-01,9,0.21276595744680857,9,1,0.1111111111111111,2.0,1.0,4.0
547,Real Estate,Small,United Kingdom,Organic,51.37,Pro,248.63,334,0,13.9,139,2026-07-01,10,0.06382978723404267,10,0,0.0,1.0,0.0,3.0
548,Media,Mid-Market,United States,Organic,63.16,Basic,43.0,31,1,1.0,1,2025-05-01,1,,1,0,0.0,1.0,0.0,1.0
549,Fintech,Small,India,Paid Search,367.7,Basic,44.99,122,1,4.25,17,2024-12-01,4,-0.4117647058823529,4,0,0.0,2.0,0.0,2.0
550,Retail,Enterprise,United States,Referral,89.3,Basic,63.27,-31,0,8.444444444444445,152,2027-09-01,18,0.039999999999999855,18,0,0.0,1.0,0.0,5.0
551,Real Estate,Small,United Kingdom,Referral,112.45,Pro,242.34,150,1,4.2,21,2025-06-01,5,0.09999999999999991,5,1,0.2,1.0,0.0,4.0
552,Healthcare,Small,United Kingdom,Partner,385.02,Basic,52.17,61,1,4.5,9,2025-05-01,2,,2,0,0.0,0.0,0.0,
553,Legal,Mid-Market,Australia,Partner,409.48,Basic,51.26,517,0,4.0625,65,2026-07-01,16,-0.3333333333333333,16,0,0.0,0.0,0.0,
554,Media,Small,India,Referral,68.4,Pro,212.63,638,0,21.9,438,2026-07-01,20,-0.07936507936507942,20,0,0.0,3.0,0.0,3.0
555,Manufacturing,Mid-Market,India,Outbound Sales,542.6,Enterprise,1077.85,92,1,23.333333333333332,70,2025-12-01,3,,3,1,0.3333333333333333,2.0,0.0,1.0
556,Hospitality,Small,United States,Paid Search,539.21,Basic,49.95,334,0,2.1,21,2026-07-01,10,-1.0,10,0,0.0,1.0,0.0,4.0
557,Media,Small,Australia,Partner,381.15,Enterprise,1067.34,517,0,45.6875,731,2026-07-01,16,0.021739130434782608,16,0,0.0,3.0,0.0,4.0
558,Healthcare,Mid-Market,United Kingdom,Referral,149.87,Basic,57.09,242,0,2.2857142857142856,16,2026-07-01,7,0.19999999999999996,7,1,0.14285714285714285,0.0,0.0,
559,Hospitality,Enterprise,Germany,Organic,33.76,Pro,180.25,337,1,13.272727272727273,146,2026-01-01,11,-0.09090909090909091,11,1,0.09090909090909091,3.0,0.0,4.0
560,Logistics,Mid-Market,United Kingdom,Referral,83.33,Pro,222.71,273,0,3.875,31,2026-07-01,8,0.08333333333333326,8,1,0.125,0.0,0.0,
561,Manufacturing,Mid-Market,India,Paid Search,501.1,Pro,215.26,211,0,10.5,63,2026-07-01,6,0.1724137931034484,6,0,0.0,0.0,0.0,
562,Real Estate,Small,United States,Partner,259.9,Pro,196.57,306,1,17.5,175,2026-01-01,10,-0.5322580645161291,10,0,0.0,1.0,0.0,1.0
563,Edtech,Mid-Market,Canada,Paid Search,537.09,Basic,48.27,273,1,3.888888888888889,35,2026-05-01,9,0.8571428571428569,9,1,0.1111111111111111,1.0,0.0,1.0
564,Healthcare,Small,Canada,Organic,37.48,Pro,188.68,456,0,21.285714285714285,298,2026-07-01,14,0.0,14,1,0.07142857142857142,4.0,1.0,3.3333333333333335
565,Legal,Small,Germany,Organic,53.05,Pro,214.13,242,1,10.0,80,2026-04-01,8,-0.6976744186046512,8,0,0.0,2.0,1.0,4.0
566,Retail,Small,Germany,Organic,67.33,Enterprise,872.09,607,0,23.526315789473685,447,2026-07-01,19,0.08,19,0,0.0,2.0,0.0,4.0
567,Logistics,Mid-Market,Australia,Referral,100.52,Pro,172.17,487,1,7.1875,115,2026-06-01,16,-0.47368421052631576,16,1,0.0625,1.0,0.0,5.0
568,Healthcare,Small,Germany,Outbound Sales,1073.72,Basic,59.16,426,0,3.769230769230769,49,2026-07-01,13,0.11111111111111116,13,0,0.0,5.0,2.0,4.666666666666667
569,Healthcare,Small,United States,Paid Search,337.22,Enterprise,1102.76,395,0,36.75,441,2026-07-01,12,-0.061403508771929884,12,0,0.0,1.0,1.0,
570,Hospitality,Small,United States,Referral,86.95,Pro,184.3,426,0,15.23076923076923,198,2026-07-01,13,0.0,13,1,0.07692307692307693,5.0,1.0,3.5
571,Retail,Small,Germany,Organic,72.67,Pro,231.25,638,0,16.15,323,2026-07-01,20,-0.173076923076923,20,0,0.0,1.0,0.0,4.0
572,Edtech,Mid-Market,United States,Outbound Sales,752.08,Basic,53.17,120,1,2.0,8,2025-02-01,4,-0.24999999999999994,4,1,0.25,0.0,0.0,
573,Hospitality,Small,India,Organic,69.0,Enterprise,785.86,153,1,25.2,126,2025-12-01,5,-0.6071428571428572,5,0,0.0,0.0,0.0,
574,Healthcare,Enterprise,United States,Paid Search,394.34,Basic,62.89,306,1,7.1,71,2025-12-01,10,-0.5384615384615384,10,0,0.0,2.0,0.0,2.0
575,Hospitality,Mid-Market,India,Organic,68.92,Basic,61.47,304,1,4.4,44,2026-10-01,10,-0.7727272727272727,10,0,0.0,3.0,0.0,2.3333333333333335
576,Edtech,Small,United States,Paid Search,381.0,Enterprise,1138.01,426,1,37.07142857142857,519,2026-06-01,14,-0.5196850393700788,14,0,0.0,5.0,0.0,3.2
577,Fintech,Enterprise,India,Organic,61.86,Basic,51.13,334,1,2.8181818181818183,31,2025-12-01,11,0.2999999999999999,11,0,0.0,3.0,0.0,2.3333333333333335
578,Logistics,Enterprise,United States,Organic,33.93,Basic,43.67,-30,0,3.0,39,2028-07-01,13,-0.6923076923076924,13,0,0.0,1.0,0.0,5.0
579,Fintech,Small,United States,Referral,164.96,Basic,51.63,61,1,2.0,4,2025-04-01,2,,2,2,1.0,0.0,0.0,
580,Fintech,Mid-Market,Canada,Organic,65.6,Enterprise,892.23,699,0,22.227272727272727,489,2026-07-01,22,0.0,22,0,0.0,3.0,0.0,4.0
581,Retail,Mid-Market,India,Paid Search,523.76,Enterprise,937.43,364,0,11.818181818181818,130,2026-07-01,11,-0.07142857142857142,11,0,0.0,3.0,0.0,3.3333333333333335
582,Retail,Enterprise,United States,Organic,30.79,Enterprise,1164.51,211,0,10.333333333333334,62,2026-07-01,6,-0.3684210526315789,6,0,0.0,2.0,0.0,4.5
583,Edtech,Mid-Market,Australia,Organic,70.8,Basic,52.53,61,1,2.0,4,2025-10-01,2,,2,0,0.0,0.0,0.0,
584,Retail,Small,United States,Referral,141.74,Pro,180.34,517,0,11.375,182,2026-07-01,16,0.0,16,0,0.0,2.0,0.0,4.0
585,Logistics,Mid-Market,Canada,Paid Search,406.64,Basic,48.69,487,0,5.266666666666667,79,2026-07-01,15,0.2999999999999999,15,0,0.0,4.0,1.0,3.0
586,Fintech,Small,United States,Organic,55.26,Pro,217.71,152,0,6.5,26,2026-07-01,4,0.0,4,0,0.0,2.0,0.0,4.0
587,Media,Small,United Kingdom,Outbound Sales,538.77,Basic,53.74,396,1,7.0,91,2025-12-01,13,-0.4444444444444444,13,0,0.0,5.0,0.0,3.2
588,Healthcare,Mid-Market,United States,Referral,106.83,Pro,214.29,364,0,5.545454545454546,61,2026-07-01,11,0.16666666666666674,11,0,0.0,3.0,0.0,4.666666666666667
589,Real Estate,Small,United States,Referral,130.78,Pro,198.75,184,1,6.166666666666667,37,2026-01-01,6,-0.23809523809523814,6,0,0.0,1.0,0.0,3.0
590,Legal,Small,United States,Organic,57.1,Basic,48.09,31,1,0.0,0,2025-03-01,1,,1,0,0.0,0.0,0.0,
591,Real Estate,Small,India,Referral,168.45,Basic,49.33,638,0,6.45,129,2026-07-01,20,0.2500000000000001,20,1,0.05,4.0,0.0,3.75
592,Hospitality,Mid-Market,Germany,Partner,374.78,Basic,59.74,89,1,0.0,0,2026-04-01,3,,3,0,0.0,2.0,0.0,1.5
593,Legal,Mid-Market,India,Organic,67.71,Basic,56.97,211,0,3.1666666666666665,19,2026-07-01,6,7.5,6,0,0.0,2.0,1.0,4.0
594,Real Estate,Enterprise,United States,Paid Search,526.65,Pro,230.27,456,0,21.5,301,2026-07-01,14,0.045454545454545456,14,0,0.0,5.0,0.0,3.8
595,Retail,Mid-Market,India,Organic,60.13,Basic,50.74,-30,0,8.76923076923077,114,2027-07-01,13,0.14814814814814822,13,0,0.0,0.0,0.0,
596,Media,Small,India,Referral,111.91,Basic,57.34,334,0,2.5,25,2026-07-01,10,0.7999999999999999,10,0,0.0,1.0,0.0,4.0
597,Healthcare,Small,India,Paid Search,510.56,Basic,46.45,364,0,8.454545454545455,93,2026-07-01,11,-0.25806451612903225,11,0,0.0,2.0,0.0,4.5
598,Real Estate,Small,United States,Paid Search,470.73,Basic,48.37,303,0,4.888888888888889,44,2026-07-01,9,-0.3684210526315789,9,0,0.0,2.0,0.0,4.0
599,Healthcare,Small,India,Organic,59.91,Basic,61.99,548,0,7.823529411764706,133,2026-07-01,17,0.8125,17,1,0.058823529411764705,5.0,1.0,4.5
600,Hospitality,Small,India,Referral,119.5,Basic,59.84,334,0,4.1,41,2026-07-01,10,-0.7619047619047619,10,0,0.0,1.0,0.0,4.0
601,Healthcare,Enterprise,United States,Organic,56.78,Enterprise,1155.69,607,0,28.842105263157894,548,2026-07-01,19,-0.08139534883720938,19,0,0.0,1.0,0.0,5.0
602,Logistics,Small,United Kingdom,Organic,37.01,Basic,54.72,303,0,3.888888888888889,35,2026-07-01,9,-0.1428571428571429,9,0,0.0,3.0,0.0,3.6666666666666665
603,Media,Small,United States,Paid Search,208.71,Pro,204.81,548,0,17.470588235294116,297,2026-07-01,17,-0.10344827586206898,17,0,0.0,3.0,0.0,3.6666666666666665
604,Real Estate,Enterprise,Germany,Paid Search,509.94,Basic,63.24,303,0,3.6666666666666665,33,2026-07-01,9,0.0,9,0,0.0,2.0,0.0,4.0
605,Healthcare,Enterprise,United States,Paid Search,529.61,Pro,194.71,-31,0,2.6,13,2026-12-01,5,0.7999999999999999,5,0,0.0,0.0,0.0,
606,Legal,Small,United States,Referral,120.27,Pro,202.37,547,1,15.11111111111111,272,2026-05-01,18,-0.6521739130434783,18,1,0.05555555555555555,3.0,0.0,3.6666666666666665
607,Media,Mid-Market,Germany,Referral,125.24,Basic,56.21,273,1,6.666666666666667,60,2025-10-01,9,-0.055555555555555504,9,0,0.0,1.0,0.0,3.0
608,Edtech,Mid-Market,India,Organic,52.06,Pro,223.33,487,0,11.533333333333333,173,2026-07-01,15,-0.3589743589743589,15,0,0.0,2.0,0.0,3.5
609,Manufacturing,Small,United Kingdom,Organic,51.4,Basic,56.27,393,1,2.769230769230769,36,2026-02-01,13,-0.11111111111111116,13,2,0.15384615384615385,0.0,0.0,
610,Media,Enterprise,United States,Organic,71.81,Pro,199.9,90,1,5.333333333333333,16,2025-02-01,3,,3,0,0.0,1.0,0.0,2.0
611,Healthcare,Mid-Market,United States,Organic,51.32,Enterprise,1028.92,548,0,23.529411764705884,400,2026-07-01,17,0.13636363636363635,17,0,0.0,4.0,1.0,3.3333333333333335
612,Media,Small,United States,Paid Search,278.19,Pro,178.97,548,0,21.176470588235293,360,2026-07-01,17,0.18644067796610156,17,1,0.058823529411764705,1.0,0.0,4.0
613,Logistics,Small,Canada,Referral,57.24,Basic,59.61,-30,0,6.833333333333333,123,2026-10-01,18,0.0,18,0,0.0,1.0,0.0,3.0
614,Fintech,Small,United Kingdom,Referral,162.39,Enterprise,1069.54,456,0,48.142857142857146,674,2026-07-01,14,-0.02777777777777783,14,1,0.07142857142857142,3.0,0.0,3.3333333333333335
615,Healthcare,Small,India,Partner,341.17,Enterprise,901.78,153,1,20.4,102,2025-10-01,5,-0.5813953488372093,5,0,0.0,1.0,0.0,1.0
616,Healthcare,Small,United States,Paid Search,699.66,Basic,48.19,426,0,8.153846153846153,106,2026-07-01,13,0.03448275862068972,13,0,0.0,2.0,0.0,4.0
617,Media,Small,United States,Paid Search,435.14,Pro,219.54,395,0,17.166666666666668,206,2026-07-01,12,0.019999999999999928,12,0,0.0,3.0,1.0,4.0
618,Manufacturing,Small,United States,Partner,313.26,Pro,184.06,-31,0,11.4,171,2028-04-01,15,0.1724137931034484,15,0,0.0,2.0,1.0,5.0
619,Legal,Small,India,Referral,87.11,Enterprise,817.95,487,0,47.13333333333333,707,2026-07-01,15,0.014084507042253471,15,3,0.2,1.0,0.0,5.0
620,Hospitality,Mid-Market,India,Partner,362.87,Basic,62.66,364,0,1.0909090909090908,12,2026-07-01,11,,11,0,0.0,2.0,0.0,4.5
621,Healthcare,Small,India,Paid Search,423.12,Basic,47.55,303,0,8.777777777777779,79,2026-07-01,9,0.6470588235294118,9,0,0.0,3.0,0.0,4.0
622,Manufacturing,Small,Australia,Paid Search,610.89,Basic,56.07,273,0,6.25,50,2026-07-01,8,-0.125,8,0,0.0,1.0,0.0,3.0
623,Retail,Small,Germany,Outbound Sales,837.97,Enterprise,799.14,61,1,3.0,6,2025-05-01,2,,2,0,0.0,1.0,0.0,1.0
624,Hospitality,Small,United States,Referral,148.22,Basic,55.83,183,0,8.8,44,2026-07-01,5,-0.2758620689655172,5,0,0.0,1.0,0.0,4.0
625,Manufacturing,Small,Germany,Paid Search,328.74,Basic,63.7,487,1,6.0625,97,2026-07-01,16,-0.6956521739130436,16,0,0.0,5.0,0.0,3.4
626,Hospitality,Small,United States,Paid Search,372.52,Pro,206.38,517,0,10.625,170,2026-07-01,16,-0.06666666666666661,16,1,0.0625,4.0,1.0,4.666666666666667
627,Edtech,Small,United Kingdom,Referral,113.73,Pro,193.67,364,0,1.7272727272727273,19,2026-07-01,11,0.0,11,0,0.0,4.0,0.0,4.25
628,Real Estate,Small,Germany,Paid Search,687.39,Basic,59.16,61,1,3.5,7,2025-11-01,2,,2,0,0.0,0.0,0.0,
629,Healthcare,Small,India,Partner,356.33,Basic,49.56,182,1,3.6666666666666665,22,2026-03-01,6,-0.8999999999999999,6,1,0.16666666666666666,1.0,0.0,5.0
630,Legal,Mid-Market,United Kingdom,Referral,138.72,Pro,206.54,607,0,9.157894736842104,174,2026-07-01,19,0.037037037037037104,19,0,0.0,3.0,0.0,4.0
631,Healthcare,Mid-Market,United States,Partner,326.7,Pro,254.84,-31,0,22.61111111111111,407,2027-07-01,18,0.05882352941176465,18,0,0.0,5.0,1.0,4.5
632,Hospitality,Mid-Market,United Kingdom,Partner,316.35,Basic,62.51,426,0,2.4615384615384617,32,2026-07-01,13,0.0,13,0,0.0,1.0,0.0,4.0
633,Media,Small,United States,Paid Search,338.87,Basic,45.97,426,0,9.0,117,2026-07-01,13,0.037037037037037104,13,0,0.0,3.0,0.0,4.333333333333333
634,Hospitality,Small,United States,Organic,61.67,Basic,58.86,548,0,5.588235294117647,95,2026-07-01,17,0.0,17,0,0.0,2.0,0.0,3.5
635,Retail,Small,India,Organic,52.78,Pro,172.03,242,0,8.285714285714286,58,2026-07-01,7,-0.3548387096774194,7,0,0.0,1.0,0.0,3.0
636,Logistics,Small,United Kingdom,Partner,264.05,Basic,45.33,120,1,3.75,15,2026-02-01,4,0.19999999999999996,4,0,0.0,3.0,1.0,2.0
637,Manufacturing,Small,United States,Outbound Sales,580.05,Basic,47.86,395,0,4.0,48,2026-07-01,12,0.1764705882352941,12,0,0.0,2.0,0.0,4.0
638,Retail,Mid-Market,United Kingdom,Organic,63.81,Basic,49.96,393,1,3.230769230769231,42,2026-02-01,13,-0.9545454545454546,13,0,0.0,4.0,1.0,4.666666666666667
639,Fintech,Small,United Kingdom,Partner,353.45,Basic,47.82,61,1,2.0,4,2025-04-01,2,,2,0,0.0,0.0,0.0,
640,Media,Small,United Kingdom,Paid Search,535.45,Basic,47.41,638,0,4.05,81,2026-07-01,20,0.2727272727272729,20,4,0.2,1.0,1.0,
641,Fintech,Mid-Market,United States,Organic,45.84,Basic,47.09,395,1,1.3076923076923077,17,2025-11-01,13,0.7500000000000002,13,1,0.07692307692307693,1.0,0.0,2.0
642,Retail,Enterprise,United Kingdom,Paid Search,505.3,Basic,46.02,61,1,1.5,3,2024-12-01,2,,2,0,0.0,2.0,0.0,1.0
643,Legal,Mid-Market,United States,Outbound Sales,794.44,Basic,48.13,273,0,6.5,52,2026-07-01,8,0.8571428571428569,8,0,0.0,2.0,0.0,3.5
644,Media,Small,United States,Outbound Sales,1045.04,Enterprise,980.36,638,0,42.15,843,2026-07-01,20,0.046875,20,1,0.05,3.0,1.0,3.0
645,Real Estate,Small,Germany,Partner,292.7,Pro,230.99,364,0,17.727272727272727,195,2026-07-01,11,-0.18644067796610175,11,1,0.09090909090909091,3.0,1.0,5.0
646,Fintech,Mid-Market,United States,Partner,262.22,Basic,63.57,426,1,6.928571428571429,97,2025-11-01,14,-0.8620689655172413,14,0,0.0,4.0,1.0,4.0
647,Logistics,Small,United Kingdom,Organic,66.69,Enterprise,993.85,548,0,33.294117647058826,566,2026-07-01,17,0.019230769230769367,17,0,0.0,6.0,0.0,3.5
648,Hospitality,Mid-Market,India,Referral,138.89,Basic,63.18,242,1,5.25,42,2026-06-01,8,0.8999999999999998,8,1,0.125,1.0,0.0,5.0
649,Retail,Small,India,Referral,173.06,Basic,56.91,273,0,2.75,22,2026-07-01,8,-0.42857142857142866,8,0,0.0,1.0,0.0,3.0
650,Fintech,Enterprise,India,Outbound Sales,789.27,Basic,51.8,150,1,2.8,14,2025-06-01,5,-0.7857142857142857,5,1,0.2,2.0,0.0,3.5
651,Healthcare,Mid-Market,India,Organic,63.98,Basic,53.33,426,1,3.142857142857143,44,2026-05-01,14,-0.7222222222222222,14,0,0.0,3.0,0.0,2.6666666666666665
652,Real Estate,Mid-Market,United States,Paid Search,511.8,Basic,45.58,304,1,3.3,33,2026-04-01,10,1.1666666666666665,10,2,0.2,4.0,0.0,3.5
653,Real Estate,Mid-Market,United States,Outbound Sales,900.31,Basic,60.73,395,0,5.833333333333333,70,2026-07-01,12,0.0,12,1,0.08333333333333333,4.0,1.0,4.0
654,Media,Small,India,Organic,34.04,Pro,215.47,395,0,14.916666666666666,179,2026-07-01,12,-0.1153846153846153,12,2,0.16666666666666666,4.0,0.0,4.25
655,Edtech,Mid-Market,India,Organic,45.03,Enterprise,1030.33,395,0,14.333333333333334,172,2026-07-01,12,-0.26,12,0,0.0,1.0,0.0,4.0
656,Manufacturing,Mid-Market,United States,Organic,72.75,Basic,63.66,303,0,3.7777777777777777,34,2026-07-01,9,-0.7000000000000001,9,1,0.1111111111111111,2.0,0.0,4.0
657,Healthcare,Small,United Kingdom,Partner,226.48,Pro,257.74,426,0,8.76923076923077,114,2026-07-01,13,-0.037037037037037104,13,0,0.0,2.0,0.0,4.5
658,Hospitality,Enterprise,India,Organic,88.27,Pro,213.55,607,0,11.789473684210526,224,2026-07-01,19,0.3225806451612902,19,1,0.05263157894736842,4.0,1.0,3.3333333333333335
659,Legal,Mid-Market,India,Paid Search,359.16,Enterprise,1027.99,243,1,37.375,299,2026-02-01,8,-0.5259259259259259,8,1,0.125,0.0,0.0,
660,Retail,Small,Australia,Referral,115.53,Basic,59.55,273,0,4.0,32,2026-07-01,8,0.0,8,1,0.125,2.0,1.0,5.0
661,Media,Mid-Market,Australia,Organic,38.81,Pro,169.19,273,0,21.125,169,2026-07-01,8,-0.2394366197183099,8,0,0.0,1.0,0.0,3.0
662,Retail,Mid-Market,United States,Partner,374.7,Pro,206.05,91,0,13.0,26,2026-07-01,2,,2,1,0.5,0.0,0.0,
663,Logistics,Small,India,Partner,286.32,Basic,54.69,152,0,2.25,9,2026-07-01,4,-0.1428571428571429,4,0,0.0,0.0,0.0,
664,Fintech,Enterprise,Germany,Partner,263.65,Basic,52.43,152,0,9.0,36,2026-07-01,4,-0.21428571428571436,4,0,0.0,0.0,0.0,
665,Logistics,Small,United States,Organic,41.75,Pro,201.53,243,1,5.5,44,2025-07-01,8,-0.2352941176470589,8,0,0.0,3.0,0.0,3.0
666,Healthcare,Small,United States,Organic,41.19,Enterprise,879.98,548,0,44.470588235294116,756,2026-07-01,17,0.007246376811594254,17,0,0.0,1.0,1.0,
667,Real Estate,Mid-Market,United Kingdom,Outbound Sales,517.0,Enterprise,1155.11,152,0,12.75,51,2026-07-01,4,0.026315789473684258,4,0,0.0,2.0,1.0,4.0
668,Fintech,Small,United States,Organic,44.21,Basic,48.54,61,1,0.0,0,2025-05-01,2,,2,1,0.5,0.0,0.0,
669,Media,Small,United States,Referral,108.62,Basic,44.65,275,1,4.666666666666667,42,2025-11-01,9,0.46153846153846156,9,0,0.0,1.0,0.0,3.0
670,Legal,Small,United States,Organic,54.15,Enterprise,779.09,273,0,25.75,206,2026-07-01,8,-0.06250000000000004,8,0,0.0,1.0,1.0,
671,Healthcare,Small,India,Partner,317.73,Pro,193.0,275,1,6.333333333333333,57,2025-11-01,9,-0.76,9,1,0.1111111111111111,0.0,0.0,
672,Retail,Small,India,Organic,36.71,Basic,58.01,485,1,1.3125,21,2026-04-01,16,-0.8571428571428571,16,0,0.0,4.0,0.0,3.5
673,Retail,Mid-Market,India,Paid Search,316.59,Pro,218.6,31,1,3.0,3,2024-12-01,1,,1,0,0.0,0.0,0.0,
674,Healthcare,Mid-Market,United Kingdom,Partner,125.85,Pro,179.77,426,0,4.769230769230769,62,2026-07-01,13,-0.22222222222222218,13,0,0.0,2.0,1.0,5.0
675,Hospitality,Small,India,Partner,211.17,Pro,198.42,365,1,13.583333333333334,163,2027-05-01,12,-0.6136363636363636,12,1,0.08333333333333333,4.0,0.0,4.75
