customer_id,company_name,industry,company_size,country,signup_date,acquisition_channel,cac
1003,Adams Ltd,Edtech,Small,Australia,2025-10-01,Paid Search,257.84
1004,Gallagher and Sons,Logistics,Mid-Market,Australia,2025-12-01,Paid Search,746.74
1005,"Bradford, Salinas and Kelly",Real Estate,Enterprise,Canada,2026-02-01,Paid Search,254.06
1006,Thompson PLC,Real Estate,Small,India,2025-01-01,Organic,45.36
1007,Drake-Wolfe,Legal,Small,Canada,2025-04-01,Organic,40.08
1008,"Johnson, Haynes and Meza",Logistics,Small,India,2025-05-01,Organic,51.87
1009,"Thomas, Vaughan and Copeland",Hospitality,Mid-Market,United States,2024-12-01,Outbound Sales,864.07
1010,Weaver-Thompson,Media,Enterprise,United States,2026-01-01,Partner,332.25
1011,Davis and Sons,Fintech,Small,United States,2024-12-01,Outbound Sales,827.9
1012,"Robinson, Fox and Smith",Retail,Enterprise,United Kingdom,2025-05-01,Referral,120.74
1013,"Harris, Anderson and Love",Healthcare,Enterprise,India,2025-03-01,Paid Search,317.7
1014,Brown-Hernandez,Real Estate,Small,India,2025-12-01,Referral,109.94
1015,"Stark, Schroeder and Mathis",Logistics,Small,United Kingdom,2025-06-01,Paid Search,594.75
1016,Yu-Brooks,Edtech,Mid-Market,United States,2025-04-01,Paid Search,381.38
1017,"Foster, Garcia and Turner",Legal,Small,Germany,2025-05-01,Referral,152.2
1018,Daugherty Ltd,Legal,Small,India,2025-02-01,Organic,43.16
1019,Conner-Yu,Fintech,Mid-Market,India,2025-08-01,Paid Search,458.09
1020,"Stewart, Mann and Hoffman",Hospitality,Mid-Market,India,2025-01-01,Partner,335.36
1021,"Buchanan, Walker and Chapman",Edtech,Mid-Market,United States,2025-09-01,Organic,21.73
1022,Gray Ltd,Legal,Small,Canada,2025-03-01,Outbound Sales,697.01
1023,"Phillips, Thompson and Smith",Edtech,Small,Australia,2025-04-01,Outbound Sales,475.31
1024,"Fry, Myers and Gamble",Healthcare,Small,United States,2025-08-01,Referral,102.11
1025,"Johnson, Guzman and Mccall",Manufacturing,Small,United States,2024-11-01,Paid Search,439.07
1026,"Walker, Cunningham and Zuniga",Healthcare,Small,United States,2025-02-01,Outbound Sales,451.32
1027,Rivera Inc,Retail,Mid-Market,India,2025-05-01,Outbound Sales,1075.28
1028,Reed LLC,Media,Small,United States,2025-07-01,Referral,86.69
1029,Fields Inc,Real Estate,Small,United Kingdom,2025-07-01,Organic,48.26
1030,"Santiago, Daniel and Rogers",Edtech,Small,Canada,2025-01-01,Organic,65.06
1031,Baker and Sons,Manufacturing,Small,India,2025-04-01,Paid Search,407.0
1032,"Jones, Scott and Rodriguez",Retail,Small,India,2025-02-01,Referral,99.59
1033,Williams Group,Hospitality,Small,United States,2025-04-01,Outbound Sales,644.13
1034,"Barnes, Jackson and Gutierrez",Legal,Small,Germany,2025-10-01,Partner,233.04
1035,Bell-Bennett,Fintech,Mid-Market,United States,2025-08-01,Organic,28.49
1036,Kramer-Lane,Fintech,Small,United States,2025-10-01,Partner,231.29
1037,"Perez, Hayes and Lloyd",Media,Enterprise,United Kingdom,2025-05-01,Referral,152.52
1038,Phillips LLC,Fintech,Small,United Kingdom,2025-01-01,Referral,168.12
1039,Lynn-Jones,Retail,Mid-Market,United States,2025-05-01,Referral,125.11
1040,Barron and Sons,Logistics,Small,United States,2025-06-01,Organic,61.94
1041,"Jones, Mcmahon and Spence",Manufacturing,Small,United States,2025-03-01,Paid Search,320.21
1042,Wheeler-Austin,Real Estate,Mid-Market,Australia,2025-01-01,Partner,236.62
1043,Bush-Reynolds,Fintech,Mid-Market,Germany,2025-01-01,Partner,269.24
1044,"Martin, Preston and Moore",Logistics,Small,India,2025-11-01,Referral,128.53
1045,Rivera and Sons,Healthcare,Small,United States,2025-06-01,Referral,116.25
1046,Terry-Bowen,Fintech,Mid-Market,United States,2025-06-01,Referral,95.85
1047,"Fernandez, Guerrero and Evans",Logistics,Small,United States,2025-01-01,Organic,50.98
1048,Williams PLC,Retail,Mid-Market,India,2025-01-01,Partner,379.04
1049,"Larsen, Hernandez and Ward",Logistics,Small,United States,2025-07-01,Organic,44.92
1050,Miller-Colon,Fintech,Mid-Market,India,2026-02-01,Partner,253.74
1051,"Greene, Gonzalez and Johnson",Media,Enterprise,United Kingdom,2025-01-01,Organic,32.54
1052,Little Inc,Legal,Small,United States,2025-03-01,Outbound Sales,1174.96
1053,Anthony-Parker,Healthcare,Small,United Kingdom,2025-08-01,Partner,399.78
1054,Ruiz-Jacobson,Healthcare,Small,Canada,2025-08-01,Outbound Sales,1197.24
1055,Davis-Stephens,Fintech,Small,United States,2024-11-01,Partner,272.03
1056,Watson Group,Manufacturing,Mid-Market,India,2025-05-01,Outbound Sales,1315.88
1057,Lopez-Williams,Retail,Small,India,2025-03-01,Organic,49.15
1058,Marshall-Perez,Media,Mid-Market,United Kingdom,2025-04-01,Referral,126.9
1059,Elliott-Hernandez,Real Estate,Mid-Market,United States,2025-03-01,Organic,45.98
1060,"Contreras, Miller and Cooper",Manufacturing,Small,Australia,2025-12-01,Paid Search,462.24
1061,"Gutierrez, Avila and Perez",Hospitality,Mid-Market,United Kingdom,2024-12-01,Partner,265.03
1062,Randall PLC,Logistics,Small,United States,2025-12-01,Referral,74.61
1063,Sheppard-Mcdaniel,Edtech,Small,Australia,2024-12-01,Partner,284.06
1064,Armstrong-Young,Healthcare,Mid-Market,United States,2025-06-01,Partner,388.42
1065,Miller-Orr,Logistics,Mid-Market,United States,2025-02-01,Organic,51.55
1066,"Johnson, Duncan and Black",Media,Mid-Market,United States,2024-10-01,Referral,101.22
1067,"Byrd, Oliver and Martinez",Healthcare,Mid-Market,United States,2025-04-01,Referral,142.41
1068,Thompson-Joyce,Logistics,Small,United Kingdom,2025-09-01,Organic,67.48
1069,Stokes and Sons,Hospitality,Small,United States,2025-01-01,Referral,85.61
1070,Henderson Ltd,Edtech,Mid-Market,India,2025-11-01,Referral,133.97
1071,Harris-Carson,Real Estate,Small,Germany,2025-09-01,Organic,57.97
1072,Flowers LLC,Real Estate,Small,United States,2025-08-01,Outbound Sales,1001.23
1073,Bartlett-Sloan,Media,Small,United States,2025-07-01,Referral,103.98
1074,Miller PLC,Legal,Mid-Market,United States,2026-01-01,Organic,41.83
1075,Arnold-Gates,Edtech,Small,Australia,2025-06-01,Organic,34.54
1076,"Ellis, Marks and Buchanan",Legal,Small,India,2025-08-01,Partner,350.66
1077,"Matthews, Harrington and Rodriguez",Legal,Small,India,2025-05-01,Outbound Sales,668.09
1078,Hernandez PLC,Healthcare,Small,United States,2025-06-01,Outbound Sales,665.19
1079,"Chang, Ayers and Buckley",Retail,Enterprise,United States,2026-01-01,Referral,118.52
1080,"Chan, Floyd and Dillon",Hospitality,Small,United States,2025-08-01,Organic,56.11
1081,Humphrey-Baker,Fintech,Small,United States,2024-12-01,Organic,66.98
1082,"Washington, Lynch and Johnson",Legal,Small,India,2025-01-01,Organic,45.57
1083,Powell-Montgomery,Healthcare,Small,Australia,2025-02-01,Partner,401.0
1084,"Steele, Williams and Preston",Edtech,Small,United Kingdom,2025-08-01,Referral,82.16
1085,Vaughn-Williams,Healthcare,Enterprise,India,2024-11-01,Partner,391.33
1086,Mccall-Prince,Real Estate,Enterprise,United Kingdom,2025-01-01,Referral,127.64
1087,Morgan LLC,Real Estate,Mid-Market,United Kingdom,2026-04-01,Organic,47.73
1088,Ramirez-Vasquez,Legal,Small,United States,2026-01-01,Referral,124.15
1089,"Cohen, Compton and Perez",Real Estate,Mid-Market,United States,2025-05-01,Partner,309.91
1090,Mccann-Ramos,Legal,Enterprise,United States,2025-03-01,Organic,48.57
1091,Adams-Butler,Logistics,Small,United Kingdom,2025-07-01,Organic,68.12
1092,"Davis, Alexander and Mcintyre",Media,Small,United States,2025-11-01,Referral,77.22
1093,Figueroa-Malone,Retail,Mid-Market,United States,2025-07-01,Organic,46.95
1094,Nicholson-Robertson,Hospitality,Mid-Market,United States,2026-06-01,Organic,55.43
1095,Jones Ltd,Retail,Enterprise,Australia,2026-03-01,Paid Search,405.62
1096,"Powell, Deleon and Warren",Manufacturing,Small,United States,2026-03-01,Organic,53.99
1097,"Johnson, Lee and Whitaker",Legal,Enterprise,Germany,2025-03-01,Paid Search,421.41
1098,Wright Group,Healthcare,Enterprise,India,2025-07-01,Organic,41.71
1099,Hull Ltd,Retail,Small,United States,2025-11-01,Organic,59.07
1100,Hill Group,Media,Mid-Market,India,2025-11-01,Referral,124.1
1101,"Sanders, Leblanc and Maldonado",Fintech,Small,United States,2025-02-01,Referral,114.09
1102,Watson PLC,Manufacturing,Small,India,2026-05-01,Partner,254.19
1103,Thompson-Harrell,Real Estate,Mid-Market,India,2025-10-01,Partner,429.74
1104,"Arnold, Cooper and Monroe",Media,Small,United States,2025-05-01,Organic,31.54
1105,Curry-Barker,Legal,Small,United States,2025-12-01,Organic,39.05
1106,Johnson-Williams,Manufacturing,Mid-Market,Canada,2025-01-01,Partner,386.13
1107,"Chan, Lewis and Walker",Fintech,Small,United Kingdom,2025-04-01,Organic,35.36
1108,Byrd LLC,Legal,Small,India,2024-10-01,Referral,188.22
1109,"Ortiz, Smith and Deleon",Edtech,Small,United States,2025-09-01,Partner,198.3
1110,"Smith, Buck and Holland",Retail,Small,Germany,2025-07-01,Paid Search,496.64
1111,"Owen, Walker and Franklin",Real Estate,Mid-Market,United Kingdom,2025-12-01,Paid Search,287.22
1112,Marquez-Fletcher,Legal,Small,Canada,2025-04-01,Paid Search,443.34
1113,Coleman-Bennett,Edtech,Mid-Market,Australia,2025-06-01,Partner,431.14
1114,Stevens-Robinson,Real Estate,Small,United States,2025-06-01,Paid Search,406.04
1115,Byrd-Holloway,Fintech,Small,United States,2026-01-01,Outbound Sales,1398.5
1116,Silva-Smith,Edtech,Mid-Market,United States,2025-01-01,Organic,56.96
1117,"Levy, Franco and Hoffman",Retail,Enterprise,Germany,2025-05-01,Organic,45.96
1118,"Lynch, Evans and Rodriguez",Hospitality,Small,India,2025-09-01,Paid Search,319.68
1119,Rogers LLC,Edtech,Enterprise,United Kingdom,2026-04-01,Organic,38.45
1120,"Nguyen, Hill and Douglas",Healthcare,Mid-Market,India,2025-02-01,Organic,52.54
1121,"Evans, Hernandez and Cannon",Hospitality,Enterprise,United Kingdom,2025-10-01,Referral,84.78
1122,Trujillo PLC,Real Estate,Small,United Kingdom,2025-04-01,Referral,96.34
1123,Guerrero-Becker,Edtech,Small,United States,2025-03-01,Paid Search,306.97
1124,"Johnson, Jimenez and Phillips",Media,Small,Germany,2025-08-01,Organic,34.41
1125,Sullivan-Doyle,Edtech,Small,India,2025-10-01,Organic,31.3
1126,"Erickson, Armstrong and Lee",Retail,Enterprise,Germany,2025-10-01,Paid Search,557.94
1127,"Reeves, Parks and Little",Legal,Small,Germany,2025-04-01,Paid Search,505.13
1128,Knox-Powers,Edtech,Enterprise,Germany,2025-10-01,Organic,56.85
1129,"Evans, Jackson and Sandoval",Hospitality,Small,United States,2024-11-01,Paid Search,660.72
1130,"White, Davis and Anderson",Edtech,Small,United States,2026-03-01,Organic,62.23
1131,Hardy-Hansen,Fintech,Small,Australia,2025-07-01,Referral,59.01
1132,Arroyo LLC,Legal,Mid-Market,United Kingdom,2024-12-01,Paid Search,687.64
1133,"Davis, Kelly and Garner",Media,Mid-Market,United States,2025-05-01,Referral,124.04
1134,Fisher-Eaton,Logistics,Small,Canada,2025-01-01,Paid Search,436.67
1135,Green-Carter,Legal,Mid-Market,United States,2025-07-01,Partner,67.52
1136,Ruiz Ltd,Media,Small,India,2025-01-01,Paid Search,464.47
1137,"Carpenter, Oliver and Kennedy",Retail,Small,Germany,2025-05-01,Partner,343.85
1138,Mason Ltd,Media,Small,United States,2025-09-01,Referral,108.89
1139,Moreno-Gutierrez,Media,Enterprise,United States,2025-10-01,Referral,143.44
1140,Taylor and Sons,Fintech,Small,Germany,2025-01-01,Referral,91.01
1141,Ortiz-Hudson,Media,Small,United States,2025-05-01,Referral,107.87
1142,Thomas-Huffman,Legal,Enterprise,Australia,2025-11-01,Paid Search,479.86
1143,Maxwell Group,Edtech,Small,United States,2025-06-01,Partner,54.37
1144,Welch-Thompson,Logistics,Small,Germany,2025-11-01,Paid Search,357.98
1145,"Brown, Hayes and Clark",Real Estate,Small,India,2025-06-01,Organic,49.16
1146,Johnston and Sons,Legal,Small,United States,2025-01-01,Outbound Sales,1227.3
1147,Glover-Chan,Media,Small,India,2025-02-01,Paid Search,444.16
1148,Mendez Ltd,Media,Enterprise,United States,2025-06-01,Paid Search,434.66
1149,Powell-Sanford,Logistics,Small,United States,2025-04-01,Organic,69.78
1150,Smith-Ferguson,Manufacturing,Mid-Market,United States,2025-09-01,Paid Search,421.03
1151,"Watson, Smith and Morris",Real Estate,Enterprise,India,2025-04-01,Organic,45.56
1152,"Lee, Rhodes and Sims",Healthcare,Enterprise,United Kingdom,2025-04-01,Paid Search,496.67
1153,Perez LLC,Retail,Small,United States,2025-01-01,Paid Search,526.52
1154,Anderson-Reyes,Media,Enterprise,United Kingdom,2025-03-01,Referral,114.03
1155,"Torres, Brown and Williams",Hospitality,Small,United Kingdom,2025-03-01,Organic,50.63
1156,Bryant-Meyer,Healthcare,Mid-Market,United States,2025-01-01,Paid Search,617.6
1157,"Morgan, Barron and Cowan",Hospitality,Enterprise,United States,2025-06-01,Organic,47.52
1158,Ferrell-Henry,Real Estate,Small,Germany,2025-08-01,Paid Search,350.79
1159,Martin Group,Manufacturing,Small,Australia,2025-01-01,Partner,303.54
1160,Perez Ltd,Retail,Small,Australia,2025-07-01,Referral,81.65
1161,Clark Inc,Edtech,Mid-Market,United States,2024-11-01,Organic,41.54
1162,"Wagner, Martinez and Dawson",Real Estate,Small,United States,2025-01-01,Organic,55.19
1163,Brooks Ltd,Hospitality,Mid-Market,India,2025-03-01,Paid Search,389.9
1164,Wise-Dean,Media,Small,India,2025-06-01,Referral,124.53
1165,"Vang, Stanley and Valdez",Legal,Enterprise,United States,2025-02-01,Referral,110.54
1166,Williams Inc,Logistics,Small,Germany,2024-10-01,Partner,282.14
1167,Wallace-Martinez,Real Estate,Enterprise,United States,2025-01-01,Referral,156.18
1168,Wells-Hernandez,Logistics,Mid-Market,United States,2025-08-01,Organic,57.61
1169,"Jennings, Smith and Fisher",Manufacturing,Mid-Market,United States,2025-02-01,Referral,142.49
1170,Bates LLC,Real Estate,Small,Australia,2024-12-01,Organic,47.83
1171,"Obrien, Taylor and Rivas",Real Estate,Small,United States,2025-04-01,Paid Search,421.41
1172,Hunt PLC,Edtech,Small,Germany,2025-10-01,Organic,37.92
1173,Campbell Inc,Manufacturing,Small,United States,2025-04-01,Partner,232.39
1174,Gonzalez-Gonzalez,Retail,Enterprise,India,2025-01-01,Organic,57.54
1175,Decker-Dudley,Fintech,Small,United States,2025-10-01,Referral,123.38
1176,Warner-Phillips,Logistics,Mid-Market,Germany,2025-04-01,Referral,145.7
1177,Kelley and Sons,Logistics,Mid-Market,Australia,2025-12-01,Outbound Sales,922.03
1178,"Fitzpatrick, Rivera and Smith",Edtech,Mid-Market,India,2025-10-01,Organic,38.76
1179,"Davis, Rodriguez and Andrews",Edtech,Small,United States,2025-09-01,Paid Search,393.51
1180,Hernandez-Davis,Hospitality,Mid-Market,India,2025-04-01,Referral,89.78
1181,"Jones, Cummings and Conway",Real Estate,Enterprise,United States,2025-11-01,Organic,47.7
1182,"Hall, Hinton and Phillips",Logistics,Small,India,2025-11-01,Outbound Sales,942.35
1183,Williams-Li,Real Estate,Mid-Market,India,2025-03-01,Paid Search,698.12
1184,Phelps LLC,Fintech,Small,United States,2025-03-01,Partner,389.95
1185,"Edwards, Rodgers and Davis",Fintech,Mid-Market,India,2025-11-01,Partner,231.21
1186,Smith and Sons,Legal,Small,India,2025-12-01,Outbound Sales,1050.71
1187,"Holland, Murphy and Kline",Fintech,Enterprise,United States,2025-01-01,Outbound Sales,1080.17
1188,"Adams, Quinn and Watson",Legal,Small,United States,2025-04-01,Referral,108.23
1189,White-Morales,Healthcare,Small,India,2025-10-01,Paid Search,387.68
1190,Nelson-Cruz,Retail,Mid-Market,United States,2025-04-01,Paid Search,597.23
1191,Marsh-Banks,Fintech,Enterprise,India,2025-04-01,Referral,92.21
1192,Wilson Ltd,Healthcare,Small,India,2025-09-01,Referral,91.2
1193,"Brown, Dunlap and Moore",Retail,Small,India,2025-07-01,Paid Search,374.77
1194,Pruitt-Webb,Legal,Small,India,2026-02-01,Paid Search,424.73
1195,"Gregory, White and James",Manufacturing,Mid-Market,United Kingdom,2024-11-01,Paid Search,266.56
1196,Carr-Huffman,Hospitality,Small,United States,2025-02-01,Paid Search,456.22
1197,"Mcpherson, Anderson and Knapp",Real Estate,Small,India,2025-03-01,Referral,110.66
1198,Clay Group,Retail,Mid-Market,Canada,2025-03-01,Referral,156.83
1199,Brown Ltd,Retail,Enterprise,India,2024-10-01,Organic,59.84
1200,Smith-Oneill,Legal,Mid-Market,India,2025-06-01,Outbound Sales,929.15
